ID		      n           mean        sigma       rob_mean    rob_sigma            max            min
2508.WFI.dat      59         23.769        0.140         23.776        0.154         24.121         23.514
250.WFI.dat      97         22.264        0.029         22.263        0.026         22.348         22.180
2510.WFI.dat      82         23.962        0.081         23.956        0.072         24.244         23.782
2513.WFI.dat      65         23.683        0.128         23.688        0.124         24.006         23.363
2515.WFI.dat      49         24.672        0.256         24.660        0.124         25.231         23.369
2516.WFI.dat      30         23.169        0.122         23.160        0.078         23.471         22.886
2517.WFI.dat      68         24.260        0.109         24.267        0.107         24.503         23.928
2518.WFI.dat      73         24.233        0.111         24.235        0.115         24.464         23.903
251.WFI.dat      96         22.009        0.030         22.008        0.020         22.162         21.881
2520.WFI.dat      85         24.044        0.103         24.038        0.094         24.328         23.780
2521.WFI.dat      77         23.170        0.104         23.163        0.083         23.446         22.906
2523.WFI.dat      62         24.003        0.072         24.002        0.071         24.168         23.800
2527.WFI.dat      77         23.999        0.084         23.998        0.083         24.233         23.785
2529.WFI.dat      52         23.477        0.150         23.473        0.130         23.840         23.103
252.WFI.dat      81         22.219        0.152         22.224        0.035         22.832         21.045
2532.WFI.dat      81         24.135        0.081         24.134        0.076         24.336         23.883
2534.WFI.dat      31         24.806        0.224         24.811        0.199         25.244         24.227
2535.WFI.dat      88         23.455        0.058         23.463        0.054         23.601         23.340
2536.WFI.dat      76         23.936        0.082         23.940        0.079         24.101         23.749
2543.WFI.dat      52         23.475        0.169         23.460        0.122         24.005         23.148
2545.WFI.dat      86         23.753        0.077         23.741        0.072         24.056         23.605
2547.WFI.dat      72         24.261        0.108         24.252        0.099         24.548         23.895
2548.WFI.dat      69         24.238        0.108         24.229        0.104         24.515         23.995
254.WFI.dat      97         21.792        0.040         21.792        0.043         21.882         21.701
2550.WFI.dat      79         24.121        0.082         24.110        0.076         24.323         23.938
2558.WFI.dat      75         23.266        0.175         23.261        0.161         23.773         22.861
2559.WFI.dat      64         24.100        0.114         24.111        0.118         24.381         23.864
255.WFI.dat      96         21.832        0.041         21.833        0.043         21.921         21.744
256.WFI.dat      97         22.337        0.028         22.339        0.028         22.403         22.204
2570.WFI.dat      11         24.872        0.342         24.934        0.238         25.328         24.017
2571.WFI.dat      74         23.607        0.058         23.607        0.056         23.751         23.486
2576.WFI.dat      82         23.750        0.091         23.756        0.081         23.982         23.523
2577.WFI.dat      85         23.404        0.087         23.394        0.080         23.591         23.149
257.WFI.dat      96         22.245        0.046         22.254        0.042         22.323         22.066
2583.WFI.dat       3         23.600        0.104         23.598        0.080         23.708         23.501
2585.WFI.dat      43         23.466        0.219         23.465        0.214         24.000         23.074
2586.WFI.dat      90         23.418        0.056         23.419        0.055         23.587         23.272
258.WFI.dat       9         21.707        0.327         21.724        0.221         22.302         21.013
2590.WFI.dat      83         23.771        0.097         23.780        0.091         23.957         23.480
2591.WFI.dat      51         24.437        0.123         24.432        0.118         24.806         24.222
2594.WFI.dat      88         23.742        0.070         23.741        0.064         23.977         23.636
2595.WFI.dat      35         23.622        0.167         23.613        0.197         23.975         23.366
2599.WFI.dat      85         23.558        0.067         23.560        0.069         23.720         23.373
259.WFI.dat      96         22.327        0.044         22.327        0.039         22.421         22.176
25.WFI.dat      69         19.726        0.220         19.756        0.213         20.482         19.310
2600.WFI.dat      43         24.294        0.129         24.279        0.134         24.571         24.076
2601.WFI.dat      18         24.406        0.176         24.425        0.144         24.857         24.106
2602.WFI.dat      74         23.811        0.090         23.831        0.086         24.021         23.595
2603.WFI.dat      72         23.841        0.112         23.859        0.084         24.138         23.377
2606.WFI.dat      70         23.821        0.127         23.830        0.134         24.246         23.500
260.WFI.dat      90         21.635        0.135         21.616        0.118         22.301         21.428
2610.WFI.dat      56         24.354        0.124         24.342        0.119         24.608         23.983
2614.WFI.dat       3         23.552        0.483         23.489        0.334         24.109         23.247
2615.WFI.dat      86         23.456        0.060         23.458        0.062         23.589         23.323
2616.WFI.dat      64         24.076        0.119         24.077        0.111         24.383         23.836
261.WFI.dat      96         22.031        0.023         22.034        0.021         22.076         21.958
2621.WFI.dat      79         23.451        0.086         23.458        0.084         23.727         23.276
262.WFI.dat      51         22.140        0.178         22.200        0.183         22.632         21.823
2632.WFI.dat      72         23.394        0.096         23.393        0.095         23.598         23.150
2634.WFI.dat      74         23.165        0.101         23.136        0.095         23.527         23.003
2636.WFI.dat      56         23.300        0.105         23.302        0.107         23.482         23.064
263.WFI.dat      83         21.415        0.053         21.420        0.044         21.569         21.182
2640.WFI.dat      60         23.756        0.108         23.759        0.113         24.044         23.490
2641.WFI.dat      65         23.711        0.083         23.711        0.074         23.920         23.450
2645.WFI.dat      58         23.368        0.122         23.375        0.129         23.659         23.098
2647.WFI.dat      52         24.101        0.107         24.093        0.091         24.533         23.875
2649.WFI.dat      63         23.366        0.069         23.364        0.058         23.561         23.170
264.WFI.dat      97         22.602        0.130         22.647        0.156         22.795         22.356
2650.WFI.dat      31         24.360        0.113         24.374        0.131         24.526         24.072
2654.WFI.dat      54         23.420        0.082         23.414        0.081         23.605         23.148
2657.WFI.dat      45         24.048        0.090         24.059        0.096         24.218         23.867
2661.WFI.dat      42         24.146        0.100         24.159        0.099         24.367         23.939
2665.WFI.dat      52         23.405        0.086         23.423        0.071         23.609         23.162
2669.WFI.dat      41         23.666        0.070         23.660        0.073         23.824         23.510
266.WFI.dat      96         21.680        0.019         21.682        0.016         21.712         21.575
2672.WFI.dat      27         22.848        0.233         22.815        0.152         23.666         22.445
2674.WFI.dat      36         24.364        0.138         24.386        0.109         24.700         23.970
2679.WFI.dat       5         24.237        0.087         24.242        0.087         24.346         24.144
267.WFI.dat      93         22.146        0.026         22.147        0.024         22.236         22.029
2684.WFI.dat      35         24.358        0.117         24.354        0.098         24.707         24.042
2689.WFI.dat      34         23.692        0.058         23.688        0.058         23.838         23.587
268.WFI.dat      92         22.173        0.025         22.176        0.017         22.236         22.066
2694.WFI.dat      33         23.206        0.102         23.209        0.105         23.394         22.994
2698.WFI.dat      22         24.122        0.105         24.132        0.102         24.345         23.872
269.WFI.dat      54         22.376        0.044         22.383        0.022         22.422         22.116
26.WFI.dat      97         20.539        0.016         20.540        0.007         20.558         20.402
2706.WFI.dat      10         22.398        0.400         22.245        0.327         23.399         22.105
270.WFI.dat      30         21.274        0.242         21.271        0.232         22.063         20.884
2716.WFI.dat       5         24.380        0.274         24.436        0.275         24.619         24.051
2719.WFI.dat      16         23.821        0.150         23.802        0.147         24.097         23.528
2730.WFI.dat      17         23.447        0.077         23.450        0.057         23.554         23.215
2733.WFI.dat       9         24.293        0.157         24.308        0.161         24.493         23.972
2741.WFI.dat      12         23.255        0.137         23.286        0.139         23.492         23.011
274.WFI.dat       3         22.569        0.422         22.577        0.326         22.974         22.132
275.WFI.dat       3         22.187        0.377         22.146        0.271         22.619         21.921
276.WFI.dat      12         21.617        0.288         21.527        0.063         22.517         21.457
277.WFI.dat       3         23.345        0.121         23.338        0.092         23.478         23.241
2789.WFI.dat      11         24.465        0.214         24.504        0.178         24.755         23.966
2791.WFI.dat      21         24.688        0.348         24.690        0.356         25.272         23.830
2792.WFI.dat       4         24.144        0.169         24.133        0.154         24.355         23.953
2793.WFI.dat       3         24.327        0.073         24.325        0.057         24.403         24.257
2794.WFI.dat      77         24.108        0.164         24.097        0.129         24.779         23.752
2796.WFI.dat      60         24.227        0.138         24.233        0.150         24.558         23.899
2797.WFI.dat      62         24.015        0.147         24.009        0.130         24.423         23.617
27.WFI.dat      78         19.696        0.202         19.690        0.177         20.596         19.288
2800.WFI.dat      64         24.643        0.179         24.664        0.140         25.003         23.876
2801.WFI.dat      27         24.687        0.322         24.640        0.336         25.293         24.044
2802.WFI.dat      67         24.065        0.111         24.059        0.108         24.422         23.841
2804.WFI.dat      20         24.117        0.366         23.993        0.382         24.909         23.732
2805.WFI.dat      26         24.447        0.110         24.455        0.068         24.658         24.088
2806.WFI.dat      36         24.590        0.139         24.583        0.149         24.840         24.215
2808.WFI.dat      13         24.167        0.158         24.153        0.164         24.461         23.910
2809.WFI.dat      38         24.751        0.175         24.743        0.100         25.292         24.127
280.WFI.dat      53         21.116        0.234         21.079        0.216         22.128         20.686
2810.WFI.dat      40         24.555        0.133         24.562        0.127         24.797         24.099
2812.WFI.dat      37         24.212        0.131         24.246        0.108         24.461         23.918
2813.WFI.dat      39         24.502        0.237         24.516        0.234         24.945         23.850
2814.WFI.dat      25         24.805        0.236         24.852        0.184         25.110         23.943
2815.WFI.dat      59         24.243        0.119         24.247        0.121         24.496         23.911
2816.WFI.dat      69         24.348        0.092         24.345        0.078         24.598         24.084
2817.WFI.dat      54         24.416        0.281         24.401        0.269         25.175         23.712
2818.WFI.dat      72         24.532        0.141         24.555        0.117         24.893         24.040
2819.WFI.dat      17         24.006        0.128         24.016        0.147         24.204         23.801
281.WFI.dat      11         22.826        0.170         22.783        0.186         23.095         22.553
2821.WFI.dat      37         24.233        0.125         24.224        0.099         24.561         23.918
2822.WFI.dat      62         24.308        0.118         24.316        0.114         24.587         23.965
2823.WFI.dat      34         24.484        0.324         24.525        0.364         24.995         23.782
2824.WFI.dat      63         24.225        0.103         24.231        0.096         24.406         23.934
2826.WFI.dat      58         24.360        0.130         24.355        0.112         24.837         24.015
2827.WFI.dat      20         24.338        0.127         24.363        0.116         24.622         24.097
2828.WFI.dat      14         24.569        0.399         24.583        0.422         25.195         23.815
2829.WFI.dat       5         24.318        0.180         24.331        0.180         24.550         24.084
282.WFI.dat       2         22.518        0.222         22.518        0.108         22.675         22.360
2830.WFI.dat      46         24.580        0.271         24.582        0.293         25.174         24.011
2831.WFI.dat      24         24.380        0.272         24.388        0.209         25.209         23.845
2832.WFI.dat      70         24.354        0.126         24.362        0.104         24.598         23.783
2833.WFI.dat      55         24.521        0.253         24.546        0.266         25.176         24.060
2834.WFI.dat      40         23.993        0.159         23.976        0.117         24.544         23.652
2836.WFI.dat      23         24.495        0.183         24.498        0.088         24.761         23.809
2837.WFI.dat      37         24.198        0.200         24.212        0.212         24.625         23.838
2838.WFI.dat      34         23.866        0.180         23.893        0.164         24.187         23.362
2839.WFI.dat       9         23.743        0.126         23.771        0.144         23.879         23.542
2840.WFI.dat      11         24.827        0.464         24.885        0.439         25.417         23.772
2841.WFI.dat      52         24.231        0.118         24.237        0.103         24.474         23.921
2842.WFI.dat      32         24.357        0.194         24.323        0.189         24.830         23.907
2843.WFI.dat      27         23.487        0.212         23.439        0.156         24.275         23.175
2844.WFI.dat       4         24.274        0.289         24.351        0.252         24.525         23.870
2845.WFI.dat      54         24.632        0.141         24.634        0.120         24.906         24.104
2848.WFI.dat      31         24.042        0.207         24.026        0.198         24.502         23.733
2849.WFI.dat      17         24.218        0.230         24.245        0.267         24.631         23.882
284.WFI.dat       3         22.811        0.164         22.811        0.127         22.976         22.647
2850.WFI.dat      60         24.530        0.229         24.497        0.152         25.718         23.979
2852.WFI.dat       7         24.132        0.412         24.019        0.375         24.980         23.765
2853.WFI.dat       7         24.108        0.366         24.109        0.418         24.632         23.642
2855.WFI.dat      37         25.149        0.483         25.235        0.240         25.722         22.904
2856.WFI.dat      34         24.413        0.367         24.442        0.461         25.117         23.738
2857.WFI.dat      64         24.630        0.180         24.606        0.136         25.328         24.031
2858.WFI.dat      62         24.009        0.142         24.010        0.142         24.379         23.756
2859.WFI.dat       5         24.607        0.235         24.652        0.206         24.847         24.216
2860.WFI.dat      33         24.021        0.111         24.017        0.123         24.243         23.851
2861.WFI.dat      14         24.079        0.120         24.067        0.136         24.241         23.879
2862.WFI.dat       3         24.430        0.400         24.478        0.282         24.695         23.969
2863.WFI.dat      29         24.752        0.272         24.766        0.253         25.169         23.838
2864.WFI.dat      76         24.226        0.098         24.226        0.085         24.435         23.815
2866.WFI.dat      43         23.769        0.152         23.786        0.132         24.135         23.441
2868.WFI.dat      29         24.630        0.245         24.653        0.224         25.158         24.084
286.WFI.dat      24         22.334        0.162         22.318        0.192         22.616         22.028
2871.WFI.dat      33         24.358        0.112         24.348        0.128         24.560         24.126
2872.WFI.dat      58         23.855        0.168         23.840        0.149         24.402         23.637
2873.WFI.dat      57         24.203        0.134         24.186        0.134         24.570         23.849
2874.WFI.dat      34         23.868        0.216         23.883        0.212         24.289         23.400
2875.WFI.dat      29         24.049        0.115         24.066        0.123         24.258         23.841
2877.WFI.dat       6         24.402        0.214         24.461        0.228         24.596         24.059
2878.WFI.dat       4         24.566        0.430         24.728        0.330         24.879         23.930
2879.WFI.dat      72         24.185        0.118         24.178        0.107         24.481         23.854
287.WFI.dat      47         22.216        0.136         22.224        0.122         22.646         21.870
2880.WFI.dat      70         24.383        0.223         24.348        0.194         24.962         23.939
2882.WFI.dat      33         24.820        0.213         24.815        0.183         25.193         24.106
2885.WFI.dat      46         23.919        0.117         23.912        0.115         24.138         23.672
2886.WFI.dat      63         24.658        0.234         24.664        0.206         25.373         23.845
2887.WFI.dat      20         24.495        0.282         24.481        0.160         25.512         24.032
2888.WFI.dat      21         24.755        0.351         24.741        0.234         25.550         23.837
2889.WFI.dat      62         24.748        0.221         24.731        0.194         25.242         23.994
288.WFI.dat       3         21.858        0.711         21.835        0.548         22.612         21.198
2890.WFI.dat      35         24.317        0.109         24.303        0.088         24.646         24.026
2891.WFI.dat      35         24.153        0.114         24.169        0.112         24.367         23.867
2892.WFI.dat      23         24.567        0.211         24.566        0.111         24.916         23.791
2893.WFI.dat      37         24.767        0.208         24.776        0.160         25.245         24.126
2894.WFI.dat      14         24.136        0.350         24.081        0.242         25.156         23.786
2895.WFI.dat      27         24.658        0.184         24.698        0.165         24.989         24.228
2898.WFI.dat      29         24.289        0.131         24.259        0.125         24.536         23.994
2899.WFI.dat      45         24.210        0.115         24.200        0.116         24.467         23.906
28.WFI.dat      73         20.168        0.191         20.113        0.186         20.826         19.715
2903.WFI.dat      15         24.424        0.139         24.455        0.128         24.608         24.069
2905.WFI.dat      26         24.589        0.212         24.577        0.140         25.195         23.961
2906.WFI.dat      16         24.658        0.149         24.651        0.094         24.859         24.193
2908.WFI.dat      55         24.052        0.087         24.052        0.078         24.247         23.848
2909.WFI.dat       3         24.487        0.669         24.573        0.464         24.912         23.716
290.WFI.dat       4         22.834        0.407         22.681        0.335         23.426         22.548
2910.WFI.dat      39         24.560        0.215         24.516        0.159         25.151         24.009
2913.WFI.dat      46         24.722        0.219         24.693        0.195         25.218         23.873
2914.WFI.dat      25         24.941        0.276         24.968        0.217         25.289         23.934
2915.WFI.dat      32         24.599        0.178         24.618        0.134         24.904         23.971
2916.WFI.dat      11         24.700        0.228         24.735        0.156         25.034         24.122
2917.WFI.dat      24         23.870        0.206         23.856        0.172         24.212         23.369
2918.WFI.dat      76         24.603        0.207         24.597        0.163         25.234         23.960
2919.WFI.dat      71         24.393        0.114         24.392        0.122         24.669         24.123
291.WFI.dat      96         21.745        0.095         21.736        0.049         22.524         21.626
2920.WFI.dat      19         24.082        0.113         24.081        0.119         24.287         23.862
2923.WFI.dat      19         23.941        0.127         23.923        0.103         24.319         23.785
2924.WFI.dat      72         24.182        0.095         24.173        0.096         24.361         23.886
2925.WFI.dat       3         24.510        0.341         24.542        0.250         24.769         24.123
2926.WFI.dat      40         24.704        0.168         24.741        0.115         24.956         23.951
2928.WFI.dat      76         24.157        0.111         24.144        0.093         24.583         23.827
2929.WFI.dat      55         23.898        0.124         23.910        0.129         24.256         23.571
2930.WFI.dat      78         24.303        0.172         24.305        0.159         24.711         23.872
2931.WFI.dat      12         24.635        0.189         24.680        0.168         24.861         24.209
2935.WFI.dat      32         24.787        0.217         24.784        0.195         25.110         23.937
2936.WFI.dat      28         24.478        0.126         24.469        0.125         24.669         24.062
2937.WFI.dat      23         24.541        0.223         24.547        0.187         24.917         23.986
2938.WFI.dat      12         24.981        0.373         25.003        0.185         25.457         23.930
2939.WFI.dat       5         24.161        0.120         24.152        0.125         24.307         24.024
2940.WFI.dat      63         24.361        0.128         24.361        0.101         24.758         23.980
2942.WFI.dat      15         24.422        0.121         24.421        0.091         24.644         24.106
2943.WFI.dat      37         24.732        0.236         24.738        0.220         25.186         23.994
2944.WFI.dat      71         24.070        0.140         24.072        0.136         24.518         23.698
2947.WFI.dat      47         24.636        0.169         24.615        0.169         25.044         24.067
2949.WFI.dat      11         24.133        0.119         24.140        0.128         24.315         23.931
2950.WFI.dat      65         24.444        0.112         24.440        0.108         24.762         24.235
2951.WFI.dat      49         24.359        0.118         24.356        0.098         24.605         23.890
2952.WFI.dat       7         24.359        0.239         24.418        0.253         24.596         23.921
2953.WFI.dat      50         24.857        0.281         24.814        0.256         25.427         24.025
2956.WFI.dat      30         24.720        0.206         24.751        0.122         25.113         23.812
2957.WFI.dat       2         23.869        0.064         23.869        0.031         23.915         23.824
2958.WFI.dat      19         23.960        0.100         23.939        0.105         24.154         23.794
2960.WFI.dat      46         23.915        0.229         23.960        0.241         24.368         23.333
2961.WFI.dat      31         24.329        0.137         24.327        0.100         24.645         23.868
2962.WFI.dat       6         23.600        0.182         23.513        0.158         23.954         23.480
2963.WFI.dat      66         24.577        0.222         24.584        0.205         25.089         23.979
2964.WFI.dat      46         24.809        0.167         24.785        0.158         25.117         24.232
2965.WFI.dat       6         24.412        0.240         24.510        0.193         24.558         23.932
2967.WFI.dat       8         24.387        0.263         24.357        0.299         24.726         24.032
2968.WFI.dat      14         24.420        0.176         24.465        0.184         24.656         24.060
2970.WFI.dat      18         24.351        0.125         24.374        0.110         24.499         23.996
2971.WFI.dat      13         24.086        0.137         24.093        0.146         24.272         23.817
2972.WFI.dat       4         24.065        0.314         24.038        0.286         24.465         23.718
2973.WFI.dat      21         25.115        0.305         25.200        0.206         25.525         24.059
2975.WFI.dat      33         23.806        0.135         23.818        0.131         24.086         23.516
2978.WFI.dat      30         24.024        0.134         24.027        0.120         24.345         23.696
2979.WFI.dat       3         23.710        0.471         23.743        0.354         24.100         23.186
297.WFI.dat      30         21.708        0.419         21.704        0.408         22.721         20.517
2980.WFI.dat      37         24.569        0.166         24.572        0.142         24.913         23.989
2982.WFI.dat       5         24.829        0.583         25.055        0.451         25.187         23.795
2983.WFI.dat      69         24.049        0.099         24.043        0.119         24.300         23.875
2985.WFI.dat      40         24.444        0.118         24.451        0.094         24.656         24.034
2986.WFI.dat      45         24.294        0.123         24.284        0.115         24.597         23.994
2989.WFI.dat      19         24.682        0.165         24.724        0.121         24.844         24.105
298.WFI.dat      79         22.308        0.276         22.280        0.231         23.350         21.676
2992.WFI.dat      61         24.325        0.107         24.308        0.110         24.536         24.065
2994.WFI.dat      10         24.419        0.199         24.419        0.180         24.724         24.004
2995.WFI.dat       7         24.642        0.336         24.766        0.263         24.870         23.907
2997.WFI.dat      15         24.383        0.132         24.388        0.067         24.616         23.990
2998.WFI.dat       5         24.727        0.423         24.868        0.358         25.052         23.993
299.WFI.dat      38         21.746        0.385         21.715        0.364         22.578         20.355
29.WFI.dat       9         20.251        0.099         20.258        0.107         20.381         20.083
2.WFI.dat      92         17.422        0.009         17.422        0.006         17.441         17.374
3001.WFI.dat      63         24.381        0.100         24.383        0.069         24.626         24.131
3002.WFI.dat      15         24.376        0.133         24.348        0.131         24.614         24.143
3003.WFI.dat      46         24.456        0.116         24.457        0.117         24.721         24.165
3005.WFI.dat      47         24.610        0.158         24.611        0.132         25.154         24.258
3008.WFI.dat      25         24.543        0.201         24.559        0.204         24.994         24.176
3011.WFI.dat      29         24.432        0.123         24.447        0.102         24.624         24.033
3015.WFI.dat      21         24.521        0.151         24.533        0.112         24.871         24.197
3019.WFI.dat      27         24.350        0.107         24.356        0.107         24.509         24.063
301.WFI.dat      68         22.671        0.283         22.693        0.272         23.355         21.793
3025.WFI.dat       3         23.711        0.378         23.689        0.287         24.126         23.386
3028.WFI.dat      21         23.782        0.244         23.748        0.257         24.327         23.352
3034.WFI.dat      13         24.769        0.277         24.786        0.180         25.369         24.158
3035.WFI.dat      18         23.927        0.131         23.898        0.145         24.162         23.750
3039.WFI.dat       5         24.222        0.147         24.210        0.151         24.416         24.044
303.WFI.dat      33         21.943        0.404         21.971        0.463         22.933         21.242
305.WFI.dat      15         22.565        0.433         22.505        0.356         23.697         21.936
306.WFI.dat      22         22.306        0.360         22.275        0.334         23.112         21.800
308.WFI.dat      65         21.914        0.350         21.858        0.315         23.025         21.247
309.WFI.dat       3         22.788        0.556         22.743        0.414         23.411         22.343
30.WFI.dat      97         20.288        0.012         20.288        0.009         20.317         20.213
310.WFI.dat       6         21.974        0.494         21.916        0.510         22.682         21.369
311.WFI.dat      58         21.663        0.364         21.632        0.361         22.608         20.734
313.WFI.dat      46         22.538        0.281         22.526        0.272         23.111         21.662
314.WFI.dat      65         21.905        0.232         21.927        0.159         22.755         21.290
315.WFI.dat      48         22.101        0.230         22.041        0.199         22.704         21.745
316.WFI.dat      35         21.975        0.380         21.959        0.376         22.981         21.189
318.WFI.dat       3         21.730        0.855         21.663        0.639         22.686         21.038
319.WFI.dat      69         21.801        0.143         21.792        0.134         22.169         21.496
31.WFI.dat      91         21.183        0.060         21.175        0.029         21.512         21.056
320.WFI.dat      77         22.456        0.341         22.426        0.349         23.538         21.764
321.WFI.dat      43         21.536        0.349         21.534        0.350         22.309         20.839
322.WFI.dat      66         21.671        0.331         21.606        0.275         22.446         20.781
323.WFI.dat      90         22.687        0.108         22.673        0.114         22.956         22.478
324.WFI.dat      41         22.675        0.418         22.663        0.389         23.512         21.898
325.WFI.dat      88         23.220        0.050         23.222        0.053         23.329         23.114
326.WFI.dat      67         22.168        0.466         22.165        0.314         23.962         20.835
327.WFI.dat      44         22.877        0.475         22.889        0.484         24.163         22.005
328.WFI.dat       3         22.234        0.774         22.135        0.538         23.126         21.738
329.WFI.dat      90         22.391        0.096         22.391        0.087         22.652         22.179
32.WFI.dat      86         21.088        0.190         21.085        0.199         21.625         20.578
330.WFI.dat      50         22.708        0.302         22.743        0.288         23.571         22.118
331.WFI.dat      12         22.063        0.328         22.037        0.335         22.643         21.541
334.WFI.dat      12         22.669        0.323         22.624        0.366         23.198         22.191
337.WFI.dat      69         22.608        0.462         22.591        0.519         23.755         21.807
339.WFI.dat       3         22.377        0.664         22.296        0.466         23.141         21.939
33.WFI.dat      79         21.870        0.334         21.893        0.268         22.674         20.990
340.WFI.dat      74         22.741        0.296         22.705        0.282         23.481         22.026
341.WFI.dat      16         21.983        0.310         21.900        0.186         22.872         21.590
342.WFI.dat      61         23.028        0.125         23.052        0.129         23.246         22.739
343.WFI.dat      89         23.247        0.076         23.229        0.070         23.525         23.139
344.WFI.dat      87         23.372        0.245         23.365        0.214         24.331         22.715
345.WFI.dat      12         24.117        0.267         24.043        0.263         24.577         23.647
346.WFI.dat      26         23.135        0.464         23.217        0.386         24.239         22.073
347.WFI.dat      66         22.646        0.373         22.544        0.363         23.634         21.975
348.WFI.dat      22         21.093        0.490         21.024        0.330         22.591         20.491
349.WFI.dat      39         21.613        0.254         21.615        0.175         22.489         21.050
34.WFI.dat      86         20.879        0.250         20.854        0.268         21.611         20.383
351.WFI.dat       3         21.828        1.151         21.714        0.838         23.137         20.974
353.WFI.dat      27         22.977        0.492         22.912        0.430         24.006         21.760
355.WFI.dat      31         21.687        0.267         21.659        0.201         22.593         21.326
356.WFI.dat      75         21.217        0.286         21.197        0.217         22.047         20.637
357.WFI.dat      36         23.198        0.349         23.230        0.273         23.799         22.219
35.WFI.dat      81         21.170        0.317         21.145        0.355         21.927         20.581
362.WFI.dat      73         22.724        0.181         22.711        0.139         23.592         22.326
363.WFI.dat      45         21.927        0.200         21.893        0.151         22.739         21.481
364.WFI.dat      28         23.167        0.505         23.272        0.543         24.022         22.139
365.WFI.dat      41         23.377        0.280         23.354        0.239         23.860         22.353
366.WFI.dat       7         23.235        0.445         23.418        0.455         23.647         22.428
367.WFI.dat      33         21.774        0.299         21.737        0.297         22.693         21.375
36.WFI.dat      81         21.150        0.136         21.130        0.156         21.450         20.836
370.WFI.dat      89         22.563        0.160         22.501        0.133         23.024         22.375
371.WFI.dat      73         22.129        0.223         22.145        0.201         22.947         21.519
372.WFI.dat      37         21.836        0.176         21.835        0.128         22.462         21.408
373.WFI.dat      14         21.735        0.487         21.623        0.237         23.261         21.181
376.WFI.dat      37         22.495        0.268         22.488        0.254         23.361         21.916
37.WFI.dat      94         21.600        0.088         21.607        0.079         21.850         21.269
380.WFI.dat      63         22.241        0.370         22.261        0.368         23.189         21.459
381.WFI.dat      26         21.593        0.263         21.614        0.212         22.108         20.962
382.WFI.dat      50         22.344        0.279         22.305        0.210         23.212         21.827
383.WFI.dat      34         23.758        0.624         23.938        0.590         24.672         22.401
384.WFI.dat      30         23.201        0.310         23.225        0.290         23.734         22.439
385.WFI.dat      70         22.446        0.391         22.443        0.405         23.488         21.597
386.WFI.dat      94         23.067        0.157         23.053        0.074         24.035         22.705
387.WFI.dat      87         21.993        0.173         21.980        0.178         22.680         21.702
388.WFI.dat      53         22.343        0.294         22.271        0.247         23.517         21.752
389.WFI.dat      57         22.186        0.314         22.174        0.274         22.897         21.095
391.WFI.dat      91         22.180        0.143         22.155        0.151         22.590         21.963
392.WFI.dat      35         22.718        0.452         22.676        0.295         24.089         21.638
393.WFI.dat      55         22.278        0.257         22.284        0.183         23.126         21.612
394.WFI.dat      81         22.759        0.170         22.750        0.163         23.171         22.248
395.WFI.dat      64         22.635        0.177         22.648        0.188         23.244         22.264
397.WFI.dat      76         22.614        0.383         22.663        0.394         23.420         21.380
399.WFI.dat      95         22.486        0.324         22.379        0.271         23.644         21.994
39.WFI.dat      96         21.256        0.150         21.269        0.161         21.667         20.939
3.WFI.dat      97         17.230        0.011         17.229        0.006         17.250         17.144
400.WFI.dat      81         22.782        0.131         22.801        0.133         23.058         22.466
401.WFI.dat      12         22.212        0.313         22.173        0.238         22.974         21.777
403.WFI.dat      80         21.940        0.244         21.953        0.244         22.575         21.357
404.WFI.dat      90         21.626        0.215         21.619        0.143         22.861         21.002
405.WFI.dat      83         22.619        0.174         22.646        0.114         23.248         21.979
406.WFI.dat      90         22.349        0.192         22.387        0.148         22.882         21.720
407.WFI.dat      14         22.976        0.173         22.950        0.123         23.459         22.744
408.WFI.dat      77         22.483        0.294         22.526        0.276         23.378         21.741
409.WFI.dat      92         22.445        0.154         22.453        0.152         22.946         22.121
40.WFI.dat      96         21.212        0.132         21.208        0.126         21.559         20.793
410.WFI.dat      95         23.019        0.139         22.996        0.092         23.685         22.760
411.WFI.dat      96         22.628        0.105         22.619        0.076         23.183         22.404
412.WFI.dat      44         22.261        0.435         22.186        0.371         23.896         21.413
413.WFI.dat      33         23.232        0.280         23.126        0.191         24.204         22.953
414.WFI.dat      89         22.948        0.134         22.941        0.122         23.428         22.576
415.WFI.dat      57         22.689        0.300         22.713        0.293         23.286         22.084
416.WFI.dat      17         22.759        0.349         22.794        0.326         23.655         22.311
417.WFI.dat       8         22.698        0.584         22.574        0.641         23.533         22.104
418.WFI.dat      89         22.015        0.275         21.988        0.287         22.800         21.389
419.WFI.dat      33         22.618        0.363         22.487        0.396         23.445         22.149
41.WFI.dat      97         21.514        0.065         21.506        0.068         21.686         21.398
420.WFI.dat      78         22.085        0.219         22.087        0.196         22.956         21.520
421.WFI.dat      74         22.086        0.298         22.102        0.257         22.876         21.310
423.WFI.dat      47         23.098        0.389         23.052        0.357         24.009         22.231
424.WFI.dat      96         22.778        0.030         22.779        0.028         22.866         22.711
427.WFI.dat      81         23.386        0.152         23.368        0.151         23.812         22.907
428.WFI.dat      78         23.064        0.168         23.066        0.127         23.894         22.569
429.WFI.dat      43         22.619        0.291         22.532        0.272         23.492         22.103
42.WFI.dat      11         20.868        0.546         20.836        0.518         22.019         20.267
430.WFI.dat      92         23.337        0.050         23.337        0.046         23.467         23.193
431.WFI.dat      85         22.469        0.119         22.483        0.108         22.822         22.091
